,title,url,thumbnail_url,channel,description
0,Latto Suprises Fans With Mariah Carey At Her BET Performance | BET Awards '22,https://www.youtube.com/watch?v=LQWOcDkC_KE,https://i.ytimg.com/vi/LQWOcDkC_KE/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxxLB2jM3T0lzTJ4lFkGKjsC-shQ,BETNetworks,"Watch Latto Perform the remix to her hit song on the 2022 BET Awards stage alongside the ICONIC Mariah Carey, Champagne & Young Dirty Bastard! #BETAwards #CulturesBiggestNight #Latto #MariahCarey..."
1,An Iconic Performance Saluting The King of Bad Boy! | BET Awards '22,https://www.youtube.com/watch?v=1poj9e3_gg8,https://i.ytimg.com/vi/1poj9e3_gg8/hqdefault.jpg?sqp=-oaymwEcCPYBEIoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBaK8scV_cUFCI9hMaLY_FFxXGGw,BETNetworks,"Watch this cultural reset as Jodeci, Mary J. Blige, Faith Evans, Lil Kim and more honor Diddy! #BETAwards #CulturesBiggestNight SUBSCRIBE to #BET! ►► http://bit.ly/1U0v9xG Stream Black..."
